Ref,Val,Package,PosX,PosY,Rot,Side
"R115","10K","R_0402_1005Metric",82.100000,-67.100000,90.000000,bottom
"R116","12K","R_0402_1005Metric",80.900000,-67.100000,90.000000,bottom
"R118","10K","R_0402_1005Metric",106.200000,-119.500000,-90.000000,bottom
"R119","12K","R_0402_1005Metric",106.200000,-121.700000,90.000000,bottom
"R120","10K","R_0402_1005Metric",105.480000,-127.540000,-90.000000,bottom
"R121","12K","R_0402_1005Metric",106.600000,-129.600000,90.000000,bottom
"R122","10K","R_0402_1005Metric",82.100000,-59.000000,90.000000,bottom
"R123","12K","R_0402_1005Metric",81.000000,-59.000000,90.000000,bottom
"R125","10K","R_0402_1005Metric",125.000000,-96.500000,90.000000,bottom
"R126","10K","R_0402_1005Metric",119.800000,-86.400000,0.000000,bottom
"R127","10K","R_0402_1005Metric",110.000000,-87.000000,180.000000,bottom
"R128","10K","R_0402_1005Metric",110.000000,-89.000000,180.000000,bottom
"R129","10K","R_0402_1005Metric",81.800000,-52.600000,-90.000000,bottom
"R130","12K","R_0402_1005Metric",80.200000,-53.900000,90.000000,bottom
"R131","10K","R_0402_1005Metric",120.000000,-89.600000,0.000000,bottom
"R133","10K","R_0402_1005Metric",124.100000,-116.100000,-90.000000,bottom
"R135","453K","R_0402_1005Metric",207.120000,-115.950000,180.000000,bottom
"R136","100K","R_0402_1005Metric",206.040000,-113.340000,90.000000,bottom
"R137","2.37K 1%","R_0402_1005Metric",83.200000,-94.700000,90.000000,bottom
"R138","2.37K 1%","R_0402_1005Metric",88.025000,-97.275000,90.000000,bottom
"R139","4.7K 0.1%","R_0402_1005Metric",89.650000,-98.625000,0.000000,bottom
"R140","2.37K 1%","R_0402_1005Metric",88.000000,-95.075000,90.000000,bottom
"R143","1K","R_0402_1005Metric",105.700000,-106.375000,180.000000,bottom
"R144","10K","R_0402_1005Metric",103.675000,-106.375000,180.000000,bottom
"R148","10K","R_0402_1005Metric",147.525000,-108.800000,90.000000,bottom
"R149","10K","R_0402_1005Metric",148.750000,-108.825000,90.000000,bottom
"R151","10K","R_0402_1005Metric",183.325000,-105.775000,0.000000,bottom
"R154","10K","R_0402_1005Metric",185.275000,-105.275000,0.000000,bottom
"R157","10K","R_0402_1005Metric",179.700000,-91.200000,0.000000,bottom
"R160","10K/NC","R_0402_1005Metric",103.675000,-105.050000,0.000000,bottom
"R161","0E","R_0402_1005Metric",164.250000,-130.550000,180.000000,bottom
"R162","10K/NC","R_0402_1005Metric",164.250000,-131.700000,180.000000,bottom
"R218","0E","R_0402_1005Metric",206.600000,-128.390000,-90.000000,bottom
"R219","0E","R_0402_1005Metric",204.450000,-128.200000,0.000000,bottom
"R226","5.1K/NC","R_0402_1005Metric",103.500000,-89.700000,180.000000,bottom
"RN1","100E","R_Array_Convex_8x0602",159.100000,-95.950000,0.000000,bottom
"SW1","BOOT","Panasonic_EVQPUM_EVQPUD",218.500000,-126.500000,90.000000,bottom
"SW2","RST","Panasonic_EVQPUM_EVQPUD",218.500000,-80.400000,90.000000,bottom
"U3","TXS0108ERGYR","IC_TXS0108ERGYR",162.516762,-112.486679,180.000000,bottom
"U4","CD74HCT365M","SOIC127P600X175-16N",113.300000,-102.905000,-90.000000,bottom
"U5","SN74LVC8T245RHLR","IC_SN74LVC8T245RHLR",121.100000,-113.800000,180.000000,bottom
"U8","LP5912-3.3DRV","WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm_ThermalVias",195.300000,-93.900000,180.000000,bottom
"U9","TJA1051TK-3","DFN-8-1EP_3x3mm_P0.65mm_EP1.55x2.4mm",134.800000,-96.850000,180.000000,bottom
"U11","W25Q128JVS","SOIC-8_5.23x5.23mm_P1.27mm",168.850000,-121.750000,180.000000,bottom
"U12","CD40109BPWR","TSSOP-16_4.4x5mm_P0.65mm",115.000000,-88.000000,0.000000,bottom
"U15","TLV62568DRL","SOT-563",207.800000,-113.870000,-90.000000,bottom
"U17","L78L10_SOT89","SOT-89-3",108.150000,-78.900000,90.000000,bottom
"U21","TPS2116DRLR","SOT-583-8",208.050000,-100.738000,90.000000,bottom
"C19","100nF","C_0603_1608Metric",175.400000,-119.800000,180.000000,top
"C21","100nF","C_0603_1608Metric",177.500000,-101.600000,180.000000,top
"C23","100nF","C_0603_1608Metric",186.850000,-99.750000,90.000000,top
"C26","100nF","C_0603_1608Metric",177.600000,-124.200000,135.000000,top
"C27","6pF 1%","C_0402_1005Metric",176.290000,-114.640000,90.000000,top
"C28","6pF 1%","C_0402_1005Metric",176.290000,-116.530000,-90.000000,top
"C30","10uF 50V","C_0805_2012Metric",80.200000,-79.400000,90.000000,top
"C31","10uF 50V","C_0805_2012Metric",80.500000,-63.750000,90.000000,top
"C33","100nF","C_0603_1608Metric",81.965000,-79.415000,90.000000,top
"C34","100nF","C_0603_1608Metric",82.300000,-63.600000,90.000000,top
"C37","100nF","C_0603_1608Metric",88.050000,-79.615000,90.000000,top
"C38","100nF","C_0603_1608Metric",88.700000,-63.700000,90.000000,top
"C39","1pF 50V","C_0402_1005Metric",84.065000,-76.715000,180.000000,top
"C40","1pF 50V","C_0402_1005Metric",84.000000,-60.700000,180.000000,top
"C42","47uF 10V","C_0805_2012Metric",104.600000,-68.500000,180.000000,top
"C44","10uF 50V","C_0805_2012Metric",139.300000,-87.300000,-90.000000,top
"C46","100nF","C_0603_1608Metric",135.800000,-87.500000,-90.000000,top
"C50","1uF","C_0603_1608Metric",131.300000,-87.700000,90.000000,top
"C57","1uF","C_0603_1608Metric",159.100000,-131.575000,90.000000,top
"C59","10uF 50V","C_0805_2012Metric",78.150000,-79.400000,90.000000,top
"C63","10uF 50V","C_0805_2012Metric",80.150000,-66.650000,0.000000,top
"C69","47uF 10V","C_0805_2012Metric",104.600000,-64.000000,180.000000,top
"C70","10uF 16V","C_0805_2012Metric",162.100000,-134.800000,0.000000,top
"C71","47uF 10V","C_0805_2012Metric",104.600000,-66.300000,180.000000,top
"C73","100nF","C_0603_1608Metric",157.400000,-131.600000,90.000000,top
"C77","100nF","C_0603_1608Metric",155.500000,-131.600000,90.000000,top
"C105","100uF 35V","CP_Elec_6.3x7.7",116.370203,-57.636679,0.000000,top
"C106","100uF 35V","CP_Elec_6.3x7.7",183.600000,-57.550000,0.000000,top
"C107","100uF 35V","CP_Elec_6.3x7.7",139.175000,-57.500000,0.000000,top
"C108","100uF 35V","CP_Elec_6.3x7.7",205.300000,-57.600000,0.000000,top
"C109","100uF 35V","CP_Elec_6.3x7.7",161.400000,-57.600000,0.000000,top
"C119","100nF","C_0603_1608Metric",171.600000,-92.200000,-90.000000,top
"C120","100nF","C_0603_1608Metric",172.400000,-89.700000,180.000000,top
"C121","100nF","C_0603_1608Metric",178.200000,-90.375000,-90.000000,top
"C122","100nF","C_0603_1608Metric",179.600000,-85.300000,90.000000,top
"C123","100nF","C_0603_1608Metric",130.475000,-68.700000,180.000000,top
"C124","100nF","C_0603_1608Metric",127.200000,-71.900000,180.000000,top
"C125","100nF","C_0603_1608Metric",146.500000,-70.500000,180.000000,top
"C126","100nF","C_0603_1608Metric",146.525000,-68.900000,180.000000,top
"C127","100nF","C_0603_1608Metric",192.390000,-71.210000,180.000000,top
"C128","100nF","C_0603_1608Metric",192.440000,-69.600000,180.000000,top
"C134","10uF 50V","C_0805_2012Metric",142.850000,-87.350000,-90.000000,top
"C135","1uF 50V","C_0603_1608Metric",141.050000,-87.500000,-90.000000,top
"C136","1uF 50V","C_0603_1608Metric",137.500000,-87.500000,-90.000000,top
"D2","USB-PWR","LED_0603_1608Metric",208.950000,-99.250000,0.000000,top
"D4","5V-OUT","LED_0603_1608Metric",210.925000,-104.838000,90.000000,top
"D6","5V-HC-LED","LED_0603_1608Metric",117.950000,-82.250000,180.000000,top
"D11","POW-MOT","LED_0603_1608Metric",81.965000,-50.250000,0.000000,top
"D12","POW-HEAT","LED_0603_1608Metric",81.965000,-52.750000,0.000000,top
"D13","POW-BED","LED_0603_1608Metric",81.990000,-55.250000,0.000000,top
"D16","HBED","LED_0603_1608Metric",78.450000,-85.112500,-90.000000,top
"D17","FAN1","LED_0603_1608Metric",73.712500,-125.600000,180.000000,top
"D18","FAN2","LED_0603_1608Metric",73.712500,-127.500000,180.000000,top
"D19","FAN3","LED_0603_1608Metric",77.900000,-125.600000,180.000000,top
"D20","FAN4","LED_0603_1608Metric",77.912500,-127.500000,180.000000,top
"D23","H1","LED_0603_1608Metric",76.700000,-104.200000,180.000000,top
"D27","H2","LED_0603_1608Metric",76.300000,-115.500000,180.000000,top
"D29","H3","LED_0603_1608Metric",76.300000,-121.750000,180.000000,top
"IC1","LMR51450SDRRR","SON50P300X300X80-13N-D",85.065000,-79.115000,180.000000,top
"IC2","LMR51450SDRRR","SON50P300X300X80-13N-D",85.250000,-63.350000,180.000000,top
"J1","POW-IN","CON_768250006_MOL",69.750000,-68.200001,-90.000000,top
"J2","T0","JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical",81.300000,-90.400000,180.000000,top
"J3","T2","JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical",90.075000,-97.350000,0.000000,top
"J4","SBC_USART","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",157.600000,-111.600000,90.000000,top
"J5","PS-CTRL","JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical",92.275000,-52.025000,0.000000,top
"J6","H1-Out","1723103102",69.610000,-102.550000,-90.000000,top
"J7","SBC_Supply","53375-0410",102.450000,-92.300000,0.000000,top
"J8","T1","JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical",90.100000,-90.400000,180.000000,top
"J9","T3","JST_GH_BM02B-GHS-TBT_1x02-1MP_P1.25mm_Vertical",81.300000,-97.375000,0.000000,top
"J10","PT100_SPI_Port","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",136.000000,-95.425000,90.000000,top
"J11","SBC_CAN","JST_GH_BM04B-GHS-TBT_1x04-1MP_P1.25mm_Vertical",128.700000,-97.000000,90.000000,top
"J12","PS-PWR-DET","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",100.575000,-52.000000,0.000000,top
"J13","ACC_SPI","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",143.525000,-117.975000,90.000000,top
"J14","H2-Out","1723103102",69.610000,-114.550000,-90.000000,top
"J15","ES0","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",128.895000,-132.375000,90.000000,top
"J16","ES3","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",136.020000,-132.350000,90.000000,top
"J17","ACC_I2C","JST_GH_BM04B-GHS-TBT_1x04-1MP_P1.25mm_Vertical",143.500000,-106.950000,90.000000,top
"J18","LCD-P1","JST_GH_BM10B-GHS-TBT_1x10-1MP_P1.25mm_Vertical",195.400000,-133.750000,180.000000,top
"J19","LED_NPXL","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",115.325000,-116.775000,0.000000,top
"J20","BLTOUCH","JST_GH_BM05B-GHS-TBT_1x05-1MP_P1.25mm_Vertical",150.650000,-117.425000,90.000000,top
"J21","ES1","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",128.820000,-123.775000,90.000000,top
"J22","ES4","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",135.920000,-123.775000,90.000000,top
"J23","ACC_I2C_5V","JST_GH_BM04B-GHS-TBT_1x04-1MP_P1.25mm_Vertical",150.550000,-107.025000,90.000000,top
"J24","LCD-P2","JST_GH_BM10B-GHS-TBT_1x10-1MP_P1.25mm_Vertical",177.900000,-133.750000,180.000000,top
"J25","ES2","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",128.795000,-115.125000,90.000000,top
"J26","ES5","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",136.020000,-115.125000,90.000000,top
"J27","SWD","JST_GH_BM04B-GHS-TBT_1x04-1MP_P1.25mm_Vertical",195.400000,-94.700000,0.000000,top
"J28","SPARE_USART","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",153.100000,-126.300000,180.000000,top
"J29","ESP1_PORT","PinSocket_2x04_P2.54mm_Vertical",210.550000,-117.760000,90.000000,top
"J30","FILSENS1","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",128.745000,-106.300000,90.000000,top
"J31","FILSENS2","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",136.045000,-106.300000,90.000000,top
"J32","AOF1","53375-0210",84.400000,-129.811500,0.000000,top
"J33","AOF2","53375-0210",93.191500,-129.811500,0.000000,top
"J34","USB_C_Receptacle_USB2.0","USB_C_Receptacle_XKB_U262-16XN-4BVC11",218.798238,-108.028321,90.000000,top
"J35","SPARE_SPI4","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",143.500000,-95.425000,90.000000,top
"J36","SPARE_SPI4","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",150.500000,-95.400000,90.000000,top
"J37","FPWM4","53375-0210",93.150000,-121.075000,0.000000,top
"J38","FPWM3","53375-0210",93.150000,-112.000000,0.000000,top
"J39","FPWM2","53375-0210",84.400000,-121.125000,0.000000,top
"J40","FPWM1","53375-0210",84.400000,-112.000000,0.000000,top
"J41","SRV1","53375-0310",103.600000,-129.811500,0.000000,top
"J42","SRV2","53375-0310",103.550000,-121.075000,0.000000,top
"J43","SRV3","53375-0310",103.608500,-112.000000,0.000000,top
"J44","SRV4","53375-0310",115.575000,-129.711500,0.000000,top
"J45","SRV-PWR","53375-0410",116.808500,-121.075000,0.000000,top
"J46","Micro_SD_Card_Det","473092651",216.202500,-91.100000,90.000000,top
"J47","SMRTMOT1","53375-0610",123.900000,-80.300000,180.000000,top
"J48","SMRTMOT3","53375-0610",165.250000,-87.752660,180.000000,top
"J49","SMRTMOT2","53375-0610",143.575000,-80.252660,180.000000,top
"J50","SMRTMOT4","53375-0610",185.600000,-80.200000,180.000000,top
"J51","SMRTMOT3","53375-0610",165.200000,-79.000000,180.000000,top
"J52","SMRTMOT5","53375-0610",205.800000,-80.300000,180.000000,top
"J53","MOTPORT1","53375-0410",123.000000,-50.000000,180.000000,top
"J54","MOTPORT4","53375-0410",192.000000,-50.000000,180.000000,top
"J55","MOTPORT2","53375-0410",139.000000,-50.000000,180.000000,top
"J56","MOTPORT5","53375-0410",207.000000,-50.000000,180.000000,top
"J57","MOTPORT3","53375-0410",162.000000,-50.000000,180.000000,top
"J58","MOTPORT3","53375-0410",176.000000,-50.000000,180.000000,top
"J59","FANSEL1","PinSocket_2x03_P2.54mm_Vertical",82.610000,-109.525000,180.000000,top
"J60","FANSEL2","PinSocket_2x03_P2.54mm_Vertical",89.950000,-109.535000,180.000000,top
"J61","ACC_SPI","JST_GH_BM06B-GHS-TBT_1x06-1MP_P1.25mm_Vertical",143.550000,-130.350000,90.000000,top
"J62","BED-OUT","MOLEX_1720430206",71.900000,-82.600000,90.000000,top
"J63","PROBE","JST_GH_BM03B-GHS-TBT_1x03-1MP_P1.25mm_Vertical",102.900000,-107.900000,0.000000,top
"J64","USB_C_Receptacle_PowerOnly_6P","USB_C_Receptacle_GCT_USB4115-03-C",102.150000,-88.865000,0.000000,top
"J65","H3-Out","1723103102",69.610000,-126.550000,-90.000000,top
"L2","15uH","INDPM135125X650N",96.600000,-78.900000,0.000000,top
"L3","6.8uH","INDPM110100X400N",96.250000,-64.150000,0.000000,top
"L4","3.3uH","IND_SRP1265C-3R3M",117.275000,-90.200000,180.000000,top
"M1","MotorDriverModule","MotorDriverModuleBase",119.285000,-59.280000,90.000000,top
"M2","MotorDriverModule","MotorDriverModuleBase",141.760000,-59.055000,90.000000,top
"M3","MotorDriverModule","MotorDriverModuleBase",163.960000,-59.005000,90.000000,top
"M4","MotorDriverModule","MotorDriverModuleBase",186.435000,-58.955000,90.000000,top
"M5","MotorDriverModule","MotorDriverModuleBase",208.035000,-59.005000,90.000000,top
"R1","220R","R_0402_1005Metric",218.500000,-83.000000,0.000000,top
"R2","10K","R_0402_1005Metric",216.400000,-83.000000,180.000000,top
"R3","220R","R_0402_1005Metric",218.600000,-128.400000,0.000000,top
"R4","10K","R_0402_1005Metric",218.600000,-129.600000,0.000000,top
"R8","237K 1%","R_0402_1005Metric",79.415000,-76.815000,180.000000,top
"R9","200K 1%","R_0402_1005Metric",81.565000,-77.215000,180.000000,top
"R11","330E","R_0402_1005Metric",211.760000,-99.250000,0.000000,top
"R14","100K","R_0402_1005Metric",84.065000,-75.515000,0.000000,top
"R15","7.15K","R_0402_1005Metric",82.600000,-75.600000,90.000000,top
"R16","100K","R_0402_1005Metric",84.000000,-59.600000,0.000000,top
